time,flux,flux_err
1559.2255456665807,,
1559.2459797883566,15952.828,4.502516
1559.2664140103661,15950.036,4.5010386
1559.2868483324855,15956.783,4.5026274
1559.30728245496,15952.661,4.503829
1559.327716677668,15942.559,4.504029
1559.3481510007186,15938.058,4.5075006
1559.3685851238915,15947.654,4.5059676
1559.3890194474152,15953.27,4.50821
1559.4094536711636,15945.473,4.507813
1559.4298878951522,15947.4375,4.50635
1559.4503221193736,15949.912,4.5075006
1559.470756343937,15949.72,4.512176
1559.4911905687404,15941.812,4.5107665
1559.5116247936603,15944.518,4.5103507
1559.5320590189222,15951.2705,4.514886
1559.5524932445405,15939.579,4.5145736
1559.5729274702753,15938.222,4.513688
1559.5933616962357,15946.301,4.515084
1559.6137959225525,15945.818,4.516415
1559.6342301491022,15941.638,4.5144553
1559.6546643758775,15934.511,4.51653
1559.6750987028936,15939.983,4.5153065
1559.6955328302574,15941.267,4.5165706
1559.7159670577312,15940.4,4.518252
1559.7364013855622,15941.428,4.520075
1559.7568355136245,15941.006,4.516481
1559.777269841914,15939.374,4.5192275
1559.7977040704427,15933.182,4.5189652
1559.81813819932,15937.558,4.519344
1559.8385725283079,15935.259,4.519625
1559.8590067576515,15933.857,4.5222464
1559.8794408872272,15934.644,4.521149
1559.89987521703,15933.844,4.520092
1559.9203094470722,15931.774,4.5210147
1559.940743777457,15934.698,4.5217037
1559.9611779079642,15931.708,4.522078
1559.9816121388212,15929.45,4.5203776
1560.0020464699046,15934.913,4.523131
1560.0224806012266,15936.845,4.5221806
1560.0429148327821,15924.591,4.5224333
1560.0633491646804,15928.492,4.526366
1560.0837832967009,15931.119,4.5247912
1560.104217629072,15923.748,4.523583
1560.124651861668,15921.313,4.522808
1560.1450859945035,15936.816,4.523026
1560.1655203275732,15932.232,4.5272985
1560.1859545608677,15921.914,4.5234294
1560.206388694518,15926.631,4.526583
1560.2268230282862,15925.78,4.526057
1560.2472572623956,15926.565,4.526414
1560.2676913967443,15926.211,4.526171
1560.2881257313275,15926.247,4.5271997
1560.3085599661354,15928.698,4.526028
1560.3289942012998,15921.844,4.5245776
1560.3494284365806,15918.443,4.5257297
1560.3698626722035,15916.469,4.525028
1560.3902970080671,15916.137,4.5275016
1560.4107311441621,15915.349,4.525884
1560.4311653804834,15916.742,4.524409
1560.4515997170456,15912.5,4.5268297
