time,flux,flux_err
2013-04-09 17:54:48.237946,10432.007,4.2705317
2013-04-09 18:24:13.753626,10399.905,4.267245
2013-04-09 18:53:39.277971,10378.433,4.264977
2013-04-09 19:23:04.785051,10350.013,4.261477
2013-04-09 19:52:30.300787,10319.619,4.2580857
2013-04-09 20:21:55.825182,10298.164,4.25561
2013-04-09 20:51:21.332318,10263.685,4.2517757
2013-04-09 21:20:46.856748,10230.987,4.247807
2013-04-09 21:50:12.372554,10205.839,4.2456074
2013-04-09 22:19:37.888380,10190.318,4.2433567
2013-04-09 22:49:03.404226,10159.891,4.24022
2013-04-09 23:18:28.920087,10119.579,4.235932
2013-04-09 23:47:54.435968,10103.147,4.2335243
2013-04-10 00:17:19.951865,10079.133,4.2306814
2013-04-10 00:46:45.467776,10056.529,4.228298
2013-04-10 01:16:10.983707,10031.8,4.225258
2013-04-10 01:45:36.499659,10003.484,4.222685
2013-04-10 02:15:02.015625,9975.735,4.218902
2013-04-10 02:44:27.531607,9954.83,4.2168236
2013-04-10 03:13:53.047615,9938.603,4.2145476
2013-04-10 03:43:18.563631,9927.695,4.2126017
2013-04-10 04:12:44.088308,9921.663,4.2125187
2013-04-10 04:42:09.595726,9925.379,4.2132106
2013-04-10 05:11:35.111798,9931.267,4.21194
2013-04-10 05:41:00.636530,9920.774,4.2119827
2013-04-10 06:10:26.143998,9915.456,4.2106824
2013-04-10 06:39:51.668760,9921.037,4.212786
2013-04-10 07:09:17.184903,9925.904,4.2132325
2013-04-10 07:38:42.692426,9926.171,4.212595
2013-04-10 08:08:08.217244,9929.23,4.213231
2013-04-10 08:37:33.733442,9918.66,4.211615
2013-04-10 09:06:59.241015,9927.374,4.212344
2013-04-10 09:36:24.765883,9924.833,4.2117133
2013-04-10 10:05:50.282132,9932.177,4.212593
2013-04-10 10:35:15.807040,9922.292,4.2118354
2013-04-10 11:04:41.314678,9929.049,4.2127876
2013-04-10 11:34:06.830982,9928.872,4.2125125
