time,flux,flux_err
2013-04-09 17:55:20.769337,24569.406,6.348749
2013-04-09 18:24:46.269301,24561.393,6.3466554
2013-04-09 18:54:11.777925,24567.822,6.3492875
2013-04-09 19:23:37.269279,24579.486,6.3502913
2013-04-09 19:53:02.769294,24589.93,6.3440433
2013-04-09 20:22:28.277953,24576.023,6.350581
2013-04-09 20:51:53.769352,24571.455,6.3515663
2013-04-09 21:21:19.278042,24575.521,6.343717
2013-04-09 21:50:44.778111,24573.178,6.346963
2013-04-09 22:20:10.278186,24577.457,6.3496213
2013-04-09 22:49:35.778281,24575.53,6.353555
2013-04-09 23:19:01.278390,24568.623,6.3541355
2013-04-09 23:48:26.778510,24582.773,6.3501143
2013-04-10 00:17:52.278646,24562.852,6.350115
2013-04-10 00:47:17.778795,24580.457,6.356647
2013-04-10 01:16:43.278956,24574.803,6.3547435
2013-04-10 01:46:08.779131,24580.477,6.3547173
2013-04-10 02:15:34.279326,24567.633,6.353328
2013-04-10 02:44:59.779531,24572.91,6.3562913
2013-04-10 03:14:25.279747,24579.201,6.3510776
2013-04-10 03:43:50.779982,24588.785,6.3545494
2013-04-10 04:13:16.288868,24575.316,6.3541327
2013-04-10 04:42:41.780484,24566.133,6.3531647
2013-04-10 05:12:07.280759,24580.139,6.354098
2013-04-10 05:41:32.789685,24568.688,6.3536854
2013-04-10 06:10:58.281351,24584.752,6.353231
2013-04-10 06:40:23.790302,24571.303,6.3520393
2013-04-10 07:09:49.290633,24575.533,6.358891
2013-04-10 07:39:14.782335,24582.469,6.3576818
2013-04-10 08:08:40.291335,24576.877,6.3555093
2013-04-10 08:38:05.791702,24575.21,6.3547435
2013-04-10 09:07:31.283449,24588.615,6.3505683
2013-04-10 09:36:56.792485,24577.822,6.352337
2013-04-10 10:06:22.292901,24584.268,6.3532014
2013-04-10 10:35:47.801963,24584.514,6.3579135
2013-04-10 11:05:13.293765,24573.508,6.354106
2013-04-10 11:34:38.794217,24576.861,6.3599305
2013-04-10 12:04:04.303328,24578.287,6.35661
2013-04-10 12:33:29.795165,24573.69,6.3573256
2013-04-10 13:02:55.295662,24579.117,6.3555403
2013-04-10 13:32:20.804809,24578.574,6.3553114
2013-04-10 14:01:46.296692,24573.414,6.3593407
2013-04-10 14:31:11.805869,24581.324,6.356873
2013-04-10 15:00:37.306421,24583.266,6.360037
2013-04-10 15:30:02.798344,24568.74,6.3568077
2013-04-10 15:59:28.307561,24577.713,6.359509
2013-04-10 16:28:53.808149,24583.854,6.352909
2013-04-10 16:58:19.300116,24583.371,6.354455
2013-04-10 17:27:44.809374,24588.945,6.360066
2013-04-10 17:57:10.310007,24579.865,6.3582397
2013-04-10 18:26:35.802015,24583.555,6.361577
2013-04-10 18:56:01.311313,24580.758,6.3607707
2013-04-10 19:25:26.811986,24616.582,6.363038
2013-04-10 19:54:52.312674,24577.025,6.3561277
2013-04-10 20:24:17.813373,24570.633,6.3572345
2013-04-10 20:53:43.314091,24574.727,6.3546896
2013-04-10 21:23:08.823459,24578.975,6.3582788
2013-04-10 21:52:34.315558,24584.82,6.355014
2013-04-10 22:21:59.816316,24588.818,6.360246
2013-04-10 22:51:25.325725,24580.986,6.359371
2013-04-10 23:20:50.817869,24570.982,6.357007
2013-04-10 23:50:16.327302,24576.998,6.359512
2013-04-11 00:19:41.828116,24577.607,6.3580785
2013-04-11 00:49:07.320300,24576.951,6.357203
2013-04-11 01:18:32.829774,24579.525,6.3584795
2013-04-11 01:47:58.330628,24580.209,6.359951
2013-04-11 02:17:23.822853,24588.006,6.359219
2013-04-11 02:46:49.332372,24589.613,6.3598423
2013-04-11 03:16:14.833261,24584.934,6.359063
2013-04-11 03:45:40.334171,24577.344,6.3606863
2013-04-11 04:15:05.835090,24584.08,6.360099
2013-04-11 04:44:31.336020,24586.105,6.3609557
2013-04-11 05:43:22.337929,24583.855,6.356982
2013-04-11 06:12:47.838904,24585.686,6.361201
2013-04-11 06:42:13.348528,24577.02,6.357666
2013-04-11 07:11:38.840893,24584.053,6.361557
2013-04-11 07:41:04.341909,24586.82,6.3609805
2013-04-11 08:10:29.851573,24536.71,6.2777023
2013-04-11 11:07:02.858031,24591.67,4.839357
2013-04-11 11:36:28.350512,24606.648,6.29257
2013-04-11 12:05:53.860288,24602.752,6.332942
2013-04-11 12:35:19.361438,24591.766,6.3501744
2013-04-11 13:04:44.871244,24593.518,6.3511276
2013-04-11 13:34:10.363780,24580.154,6.3525724
2013-04-11 14:03:35.864971,24596.105,6.3597608
2013-04-11 14:33:01.374818,24565.305,6.354646
2013-04-11 15:02:26.867394,24591.365,6.3522496
2013-04-11 15:31:52.368625,24574.48,6.3586063
2013-04-11 16:01:17.878511,24585.756,6.357502
2013-04-11 16:30:43.371128,24596.867,6.3606167
2013-04-11 17:00:08.872399,24570.709,6.358132
2013-04-11 17:29:34.382326,24587.17,6.353736
2013-04-11 17:58:59.874983,24585.383,6.366298
2013-04-11 18:28:25.384934,24575.037,6.3557487
2013-04-11 18:57:50.886261,24580.18,6.3531694
2013-04-11 19:27:16.387604,24587.824,6.3605328
2013-04-11 19:56:41.888955,24569.049,6.3538733
2013-04-11 20:26:07.390317,24574.47,6.3608356
2013-04-11 20:55:32.891700,24582.773,6.361797
2013-04-11 21:24:58.393092,24589.104,6.3648844
2013-04-11 21:54:23.894499,24595.24,6.359978
2013-04-11 22:23:49.404556,24565.36,6.361265
2013-04-11 22:53:14.897354,24572.666,6.3612285
2013-04-11 23:22:40.398802,24579.586,6.363967
2013-04-11 23:52:05.900259,24583.281,6.366028
2013-04-12 00:21:31.401732,24577.008,6.3572726
2013-04-12 00:50:56.903220,24567.006,6.3623075
2013-04-12 01:20:22.413362,24579.346,6.365864
2013-04-12 01:49:47.906235,24574.48,6.3674655
2013-04-12 02:19:13.407758,24585.242,6.3636847
2013-04-12 02:48:38.917942,24584.918,6.365452
2013-04-12 03:18:04.410855,24586.6,6.3644342
2013-04-12 03:47:29.921063,24578.412,6.3672113
2013-04-12 04:16:55.422641,24569.322,6.365921
2013-04-12 04:46:20.915595,24601.17,6.366003
2013-04-12 05:15:46.425843,24581.248,6.3654103
2013-04-12 05:45:11.927467,24572.947,6.36359
2013-04-12 06:14:37.420460,24571.682,6.362316
2013-04-12 06:44:02.930749,24574.836,6.3658524
2013-04-12 07:13:28.432408,24584.072,6.367732
2013-04-12 07:42:53.942722,24578.57,6.3660088
2013-04-12 08:12:19.435771,24585.24,6.363608
2013-04-12 08:41:44.937470,24595.549,6.3662705
2013-04-12 09:11:10.447824,24576.836,6.3667016
2013-04-12 09:40:35.940913,24580.195,6.3672957
2013-04-12 10:10:01.442652,24577.197,6.364078
2013-04-12 10:39:26.953047,24574.727,6.365584
