ID,Long,Fecha_inicio,Fecha_final
9656547,64793.0,2009-05-13 00:17:16.232981,2013-05-11 12:01:36.914416
4679314,64797.0,2009-05-13 00:17:26.908994,2013-05-11 12:01:23.900404
10417704,51731.0,2009-05-13 00:17:01.856852,2013-05-11 12:01:25.330895
2441728,65264.0,2009-05-02 00:56:33.472866,2013-05-11 12:02:09.149357
5820218,64798.0,2009-05-13 00:17:12.595402,2013-05-11 12:01:13.080789
3548622,64796.0,2009-05-13 00:18:01.015679,2013-05-11 12:01:58.167885
11804465,51973.0,2009-05-02 00:56:20.118010,2013-05-11 12:02:22.250158
8960918,64793.0,2009-05-13 00:17:21.888060,2013-05-11 12:01:38.987543
7203858,65262.0,2009-05-02 00:56:08.199844,2013-05-11 12:01:52.997433
7624297,64796.0,2009-05-13 00:17:17.757465,2013-05-11 12:01:26.959101
8958035,64793.0,2009-05-13 00:17:26.795969,2013-05-11 12:01:44.491018
4276445,51817.0,2009-05-13 00:17:43.774141,2013-05-11 12:01:41.156834
3756264,51817.0,2009-05-13 00:17:52.682713,2013-05-11 12:01:49.274838
7684873,65262.0,2009-05-02 00:56:08.261964,2013-05-11 12:01:54.208067
4914221,69704.0,2009-05-02 00:56:41.339540,2013-05-11 12:02:22.333954
8845552,64799.0,2009-05-13 00:16:48.949871,2013-05-11 12:01:02.331415
5809954,64797.0,2009-05-13 00:17:25.475538,2013-05-11 12:01:27.141789
10253977,64792.0,2009-05-13 00:18:16.575029,2013-05-11 12:02:52.240863
9758089,64792.0,2009-05-13 00:18:05.747367,2013-05-11 12:02:35.086138
10749128,52202.0,2009-05-02 00:55:23.124173,2013-05-11 12:01:17.615961
10263598,65260.0,2009-05-02 00:56:23.842532,2013-05-11 12:02:20.137383
3441795,64794.0,2009-05-13 00:18:10.795389,2013-05-11 12:02:08.884756
5213005,64797.0,2009-05-13 00:17:21.372543,2013-05-11 12:01:19.903124
4832273,64794.0,2009-05-13 00:18:07.671839,2013-05-11 12:02:10.154697
5965819,64793.0,2009-05-13 00:17:45.970035,2013-05-11 12:01:50.551253
7198587,65263.0,2009-05-02 00:56:18.326544,2013-05-11 12:02:03.611799
8971044,64797.0,2009-05-13 00:17:04.377463,2013-05-11 12:01:19.764619
3239171,63171.0,2009-06-20 06:22:46.243339,2013-05-11 12:01:58.572973
5898983,65266.0,2009-05-02 00:55:41.335988,2013-05-11 12:01:21.548038
7013923,50173.0,2009-05-13 00:18:28.803710,2013-04-08 11:01:41.705834
11970988,64797.0,2009-05-13 00:16:54.665305,2013-05-11 12:01:28.729791
10491525,52204.0,2009-05-02 00:55:18.553427,2013-05-11 12:01:11.869947
8963721,64793.0,2009-05-13 00:17:17.161039,2013-05-11 12:01:33.533660
5122112,64797.0,2009-05-13 00:17:25.698228,2013-05-11 12:01:24.282036
3122913,64795.0,2009-05-13 00:18:00.136303,2013-05-11 12:01:55.699108
3644653,64796.0,2009-05-13 00:18:08.461263,2013-05-11 12:02:06.891911
8099517,64794.0,2009-05-13 00:17:38.727558,2013-05-11 12:01:52.862538
7377033,64794.0,2009-05-13 00:17:22.814709,2013-05-11 12:01:31.259859
5609593,63170.0,2009-06-20 06:22:39.288317,2013-05-11 12:02:23.660737
5272571,65263.0,2009-05-02 00:56:26.590898,2013-05-11 12:02:07.454144
7905106,65265.0,2009-05-02 00:55:42.002762,2013-05-11 12:01:27.511903
10026502,51732.0,2009-05-13 00:17:00.863984,2013-05-11 12:01:21.978475
11618798,54967.0,2009-12-19 21:32:47.935769,2013-05-11 12:01:28.537471
3348090,65264.0,2009-05-02 00:56:19.052843,2013-05-11 12:01:55.366827
9735426,64797.0,2009-05-13 00:16:43.694634,2013-05-11 12:01:01.578138
11073223,51502.0,2009-05-13 00:17:52.374758,2013-05-11 12:02:27.909527
4136466,65262.0,2009-05-02 00:57:09.201972,2013-05-11 12:02:50.709529
9993529,64794.0,2009-05-13 00:18:16.718823,2013-05-11 12:02:50.193454
8542879,64792.0,2009-05-13 00:18:23.415185,2013-05-11 12:02:48.259904
7093401,56200.0,2009-05-13 00:18:40.854761,2013-05-11 12:03:00.807674
8620402,64793.0,2009-05-13 00:17:47.589158,2013-05-11 12:02:06.307585
6929285,50173.0,2009-05-13 00:18:27.528319,2013-04-08 11:01:39.411479
8494410,64794.0,2009-05-13 00:17:41.801058,2013-05-11 12:01:58.610634
9527915,64797.0,2009-05-13 00:17:29.429298,2013-05-11 12:01:51.069675
8480582,64792.0,2009-05-13 00:18:17.619099,2013-05-11 12:02:40.728035
9149789,64798.0,2009-05-13 00:17:46.091962,2013-05-11 12:02:07.515590
8104207,64794.0,2009-05-13 00:17:28.280833,2013-05-11 12:01:41.291870
11824578,65264.0,2009-05-02 00:55:23.139504,2013-05-11 12:01:21.990683
12644822,64795.0,2009-05-13 00:17:21.019628,2013-05-11 12:02:04.196884
8487748,64793.0,2009-05-13 00:17:55.533311,2013-05-11 12:02:14.790973
5880320,64798.0,2009-05-13 00:17:49.153432,2013-05-11 12:01:53.608194
5386264,64797.0,2009-05-13 00:17:21.969472,2013-05-11 12:01:21.510141
10407271,64793.0,2009-05-13 00:17:20.005873,2013-05-11 12:01:46.057902
7501646,54966.0,2009-12-19 21:31:25.883830,2013-05-11 12:03:04.301841
8128965,64799.0,2009-05-13 00:16:50.385837,2013-05-11 12:00:59.722035
4454934,64794.0,2009-05-13 00:18:20.821717,2013-05-11 12:02:23.924742
7116117,65263.0,2009-05-02 00:56:18.458016,2013-05-11 12:02:03.647488
10480982,51731.0,2009-05-13 00:17:05.659773,2013-05-11 12:01:30.211991
3439096,55733.0,2009-05-13 00:18:15.821091,2013-01-11 15:16:03.748447
5036480,64797.0,2009-05-13 00:17:23.303039,2013-05-11 12:01:21.207617
5552808,65266.0,2009-05-02 00:55:48.035565,2013-05-11 12:01:27.747433
9394768,64792.0,2009-05-13 00:17:56.540024,2013-05-11 12:02:21.678999
4142768,65268.0,2009-05-02 00:56:54.082340,2013-05-11 12:02:34.345405
11015108,65261.0,2009-05-02 00:56:40.640651,2013-05-11 12:02:41.123975
9474756,64793.0,2009-05-13 00:17:13.412734,2013-05-11 12:01:32.417684
9351920,64793.0,2009-05-13 00:17:14.821924,2013-05-11 12:01:33.145532
9955262,65262.0,2009-05-02 00:55:51.156912,2013-05-11 12:01:43.980265
7215678,64794.0,2009-05-13 00:17:22.185513,2013-05-11 12:01:29.905998
6522242,64794.0,2009-05-13 00:17:53.268728,2013-05-11 12:02:01.403103
7770901,64796.0,2009-05-13 00:17:12.167352,2013-05-11 12:01:21.498201
7125636,64793.0,2009-05-13 00:17:36.739116,2013-05-11 12:01:45.266497
8106610,64794.0,2009-05-13 00:17:23.789639,2013-05-11 12:01:36.309377
10991114,51733.0,2009-05-13 00:16:49.871642,2013-05-11 12:01:15.797441
8583696,64797.0,2009-05-13 00:16:56.737422,2013-05-11 12:01:09.226062
7769072,64796.0,2009-05-13 00:17:15.042492,2013-05-11 12:01:24.429867
