Kepler_ID,Metalicidad
5196864,-0.037
5197233,-0.301
5199426,-0.210
5199978,0.362
5200084,0.223
5201593,-0.077
5202905,-0.094
5206233,-0.174
5208962,-0.211
5209845,-0.066
5210475,-0.330
5211199,-0.090
5211470,-0.426
5211631,-0.364
5211922,-0.687
5212220,-0.212
5213005,-0.199
5213230,-0.513
5213404,-0.402
5213811,-0.201
5213902,-0.272
5215251,0.075
5215508,-0.552
5215700,0.025
5215980,-0.192
5216727,-0.143
5217574,-0.122
5217586,-0.388
5217733,0.042
5217891,-0.043
5218014,-0.094
5218441,-0.324
5219234,-0.071
5252423,-0.077
5254230,-0.648
5255259,-0.153
5255552,-1.427
5257082,-0.130
5260419,-0.490
5262539,-0.322
5263167,-0.168
5263802,-0.171
5264304,-0.526
5265982,-0.204
5266937,-0.176
5268955,-0.025
5269407,-0.342
5269467,-0.069
5270698,-0.240
5271090,-0.304
5271608,-0.234
5271637,0.180
5271803,-0.055
5272233,0.009
5272571,-0.368
5272878,-0.159
5273713,-0.322
5276332,0.033
5280587,-0.085
5281113,-0.074
5281714,-0.034
5282049,-0.251
5282051,-0.390
5282437,-0.220
5282477,0.124
5282656,0.044
5283458,-0.046
5283542,-0.064
5283728,-0.204
5284133,0.047
5285607,0.054
5286786,-0.212
5287983,-0.027
5288744,-0.504
5289854,-0.112
5289857,0.241
5294739,-0.327
5294945,-0.176
5295206,-0.200
5297298,-0.255
5298620,-0.410
5299459,0.158
5300878,-0.660
5301093,-0.014
5301750,-0.131
5301955,-1.574
5302006,0.027
5302643,-0.160
5303185,-0.116
5303346,-0.153
5303551,-0.050
5305225,-0.086
5305240,-0.065
5305399,-0.269
5305404,-0.476
5305451,-0.199
5305471,-0.451
5306383,-0.065
5306720,0.212
5306862,0.113
5306984,0.002
5307568,0.152
5307574,-0.846
5307858,0.004
5307990,-0.105
5308296,-0.110
5308387,-0.198
5308419,-0.194
5308537,-0.256
5308663,-0.212
5308777,-0.070
5308778,-0.160
5310435,-0.398
5339567,-0.202
5340644,-0.438
5340878,-0.426
5342061,-0.481
5342473,-0.084
5347537,-0.104
5347784,-0.043
5350244,-0.532
5350447,-0.455
5351250,-0.136
5352640,0.008
5353137,0.165
5353938,-0.153
5356593,-0.218
5357470,-0.937
5357545,-0.056
5357901,0.255
5358241,-0.204
5358624,0.155
5359678,-0.099
5360082,-0.861
5360920,-0.293
5360974,-0.142
5364071,-0.151
5364090,-0.668
5369827,-0.273
5370302,-0.057
5370944,-0.324
5371776,0.523
5371777,0.138
5372966,-0.401
5374403,-0.615
5374838,-0.156
5374854,-0.403
5375194,0.205
5376067,-0.351
5376836,-0.312
5383248,0.023
5384079,-0.039
5384713,0.426
5384802,-0.114
5385139,0.108
5385150,-0.004
5385269,0.072
5385304,0.023
5385410,-0.155
5385439,-0.111
5385469,-0.128
5385471,-0.095
5385491,-0.065
5385509,-0.317
5385548,-0.352
5385566,-0.364
5385575,0.299
5385647,0.014
5385667,-0.282
5385697,-0.186
5385773,-0.681
5385778,-0.007
5386163,-0.321
5386264,-0.467
5386904,-0.088
5387843,-0.345
5388229,-0.034
5389184,0.028
5389632,-0.082
5389956,-0.139
5390913,-1.726
5391407,0.045
5391911,-0.377
5392702,0.102
5392871,-0.027
5392897,-0.203
5393558,-0.007
5394585,-0.378
5396122,0.296
5397106,-0.119
5397166,0.202
5397905,-0.403
5398002,-0.105
5425643,0.201
5425908,-0.254
5428199,-0.044
5428471,-0.049
5428657,-1.007
5428668,-0.138
5431027,-0.159
5435816,0.084
5436013,-0.176
5436161,-1.050
5436338,-0.925
5436415,-0.067
5436455,-0.292
5436502,0.143
5437348,-0.037
5437762,-0.156
5437945,-0.374
5438099,0.155
5438757,-0.142
5439000,-0.298
5440317,-0.109
5440435,-0.049
5440472,-0.015
5440651,-0.438
5441980,-0.508
5443320,-0.284
5443604,-0.214
5443775,-0.052
5443837,-0.082
5444276,-0.148
5444334,-0.053
5444384,0.214
5444392,-0.302
5444491,0.124
5444548,0.077
5444549,0.219
5445681,-0.238
5446285,-0.099
5446961,0.311
5449777,-0.398
5450814,-1.501
5450893,-0.179
5456023,-0.202
5456319,-0.011
5456651,-0.016
5456979,-0.054
5457326,-0.042
5460434,-0.267
5460835,-0.344
5461440,-0.109
5462901,0.070
5466109,-0.304
5467102,-0.049
5467113,-0.114
5467124,0.059
5467126,-0.135
5468555,-0.157
5470739,-0.051
5470851,0.107
5470960,-0.322
5471010,-0.084
5471059,-0.035
5471068,0.083
5471141,0.125
5471158,0.069
5471192,0.049
5471202,-0.145
5471217,-0.038
5471271,0.011
5471289,0.024
5471328,-0.338
5471415,-0.118
5471480,-0.047
5471489,-0.593
5471496,-0.056
5471566,-0.059
5471574,-0.337
5471617,-0.620
5471675,-0.091
5471688,-0.865
5471690,-0.411
5471769,-0.213
5471770,-0.428
5471792,-0.578
5473535,-0.281
5473556,-0.786
5474613,0.052
5474733,-0.299
5475042,-0.068
5475431,0.116
5475494,-0.074
5475641,-0.043
5475712,-0.427
5475735,-0.259
5475736,-0.674
5476671,-0.357
5477805,-0.256
5478055,-0.675
5479717,-0.365
5479802,-0.067
5479973,-0.326
5480640,-0.827
5480736,-0.115
5480884,-1.375
5481148,-0.077
5481416,-0.219
5511081,-0.106
5511659,-0.190
5512513,-0.866
5512580,-0.014
5513012,-0.329
5513822,-0.229
5513833,0.561
5513857,-0.181
5513861,-0.126
5513893,-0.064
5513897,-0.024
5514383,0.016
5520547,-0.224
5521300,-0.046
5524229,-0.368
5524881,0.060
5525484,0.131
5526527,-0.015
5526717,-0.238
5527172,-0.383
5529385,-0.517
5529501,-0.208
5529552,-0.041
5529560,0.244
5529643,-0.069
5529738,-0.049
5530112,-0.051
5530881,-0.384
5530882,-0.160
5531576,0.089
5531694,-0.424
5531953,0.088
5534476,-0.107
5534702,-0.120
5534814,-0.095
5534941,-0.460
5534965,-0.347
5535280,-0.168
5535890,-0.224
5536715,-0.147
5542466,-0.071
5542983,-0.376
5544450,-0.284
5544903,0.097
5545815,-0.514
5546277,-0.002
5546691,-0.409
5546761,-0.318
5547424,-0.447
5547480,-0.071
5551228,-0.026
5551240,-0.087
5551504,0.030
5551672,0.430
5552562,0.081
5552808,-0.120
5553624,-0.241
5553652,-0.056
5553959,-1.057
5556726,0.064
5556804,-0.377
5557821,-0.228
5559651,-0.056
5560830,-0.217
5561278,-0.158
5562090,-0.164
5562784,-0.304
5563057,-0.246
5563080,-0.100
5563300,-0.125
5563937,-0.127
5564082,-0.434
5564247,-0.401
5565261,-0.180
5565486,-0.170
5565497,-0.151
5565707,-0.421
5596440,-0.266
5597361,-0.148
5598216,-0.468
5598595,-0.309
5598645,-0.321
5599774,-0.376
5601258,0.054
5602409,0.039
5602588,-0.111
5603270,-0.181
5607631,-0.522
5608566,-0.083
5609593,0.075
5610698,-0.517
5612111,-0.057
5613330,-0.185
5616489,-0.635
5616628,-0.077
5617259,-0.376
5617510,-2.029
5617854,-0.148
5618071,-0.170
5621125,-0.119
5621294,-0.160
5621299,-0.058
5621333,0.015
5621586,-0.136
5622250,-0.512
5623137,-0.453
5623839,-0.114
5629353,0.262
5629538,-0.363
5629985,-0.385
5631630,-0.458
5632701,-0.464
5632781,-0.880
5633259,-0.414
5636642,-0.238
5636648,-0.179
5637036,-0.299
5638699,-0.263
5640085,-0.911
5640511,-0.479
5642620,-0.159
5642688,-0.352
5643492,-0.735
5644412,-0.205
5645170,-0.839
5647008,-0.106
5647638,-0.430
5649215,-0.124
5649325,-0.098
5649833,-0.139
5649837,-0.427
5649956,-0.438
5650314,-0.101
5650420,-0.542
5650930,-0.393
5651104,-0.091
5651829,-0.812
5651846,-0.529
5652237,-0.184
5652260,-0.143
5652893,-0.871
5652983,-0.504
5653126,0.014
5653152,0.205
5653795,-0.326
5653849,-0.585
5683219,-0.573
5683743,-0.011
5685113,-0.707
5686174,-0.168
5686974,-0.464
5687700,-0.218
5687986,-0.209
5688683,-0.183
5688790,0.520
5688910,0.020
5688997,-0.092
5689351,0.238
5695396,0.056
5695524,-0.023
5695615,-0.072
5695904,0.143
5696518,-1.177
5696909,-0.342
5696918,-0.210
5697395,-0.289
5697628,-0.496
5698524,-0.423
5700330,-0.541
5700900,-0.002
5702637,0.011
5702770,-0.108
5702939,-0.353
5705819,-0.068
5706592,-0.223
5706595,-0.124
5706966,-0.472
5709014,-0.525
5709103,-0.256
5709226,-0.181
5709725,-0.120
5709889,0.011
5709906,-0.104
5710069,-0.198
5716244,-0.202
5716508,0.491
5716763,-0.615
5716932,-0.315
5717567,-0.151
5725851,-0.343
5726910,-0.489
5728139,-0.127
5728283,-0.262
5730380,-0.609
5730389,-0.140
5730394,-0.076
5730445,-0.007
5731312,-0.999
5731623,-0.238
5732636,-0.476
5734702,-0.344
5735762,-0.216
5735878,-0.818
5736461,-0.199
5736801,-0.308
5737869,-0.419
5738346,-0.198
5738496,-0.153
5738634,-0.204
5738698,-0.490
5768816,-0.053
5768927,-0.176
5769810,-0.009
5769943,0.006
5770074,0.128
5771589,-0.343
5771719,0.220
5773121,0.396
5774349,-0.074
5774375,-0.536
5775090,-0.461
5775129,0.009
5779606,-0.072
5779852,-0.377
5780194,-0.086
5780460,-0.208
5780715,0.050
5780855,-0.078
5780885,0.052
5780930,0.484
5781192,-0.065
5781991,-0.299
5783732,-0.363
5783938,-0.221
5784777,-0.444
5784803,-0.023
5785279,0.063
5786676,-0.147
5787131,-0.055
5790807,-0.003
5791705,-0.094
5791713,-0.054
5791986,-0.102
5792202,0.087
5793275,-0.061
5794240,0.234
5794379,-0.243
5794570,-0.346
5794687,-0.351
5795648,-0.366
5796185,-0.114
5796186,-0.423
5796675,-1.447
5801571,-0.408
5802246,-0.302
5802285,-0.202
5802292,-0.204
5802470,-0.570
5802478,-0.478
5802486,-0.108
5802637,-0.029
5806800,-0.337
5807769,-0.267
5809372,-0.171
5809890,-0.222
5809954,0.170
5812648,-0.515
5812701,-0.035
5812960,-0.183
5814013,-0.605
5814635,0.188
5816144,-0.122
5816165,-0.518
5816811,-0.224
5817533,-0.364
5817553,-0.076
5817566,-0.172
5817613,-0.070
5817685,-0.186
5817712,-0.490
5817957,-0.148
5817986,-0.068
5818068,-0.327
5819801,0.153
5820218,-0.307
5823557,-0.225
5856571,-0.564
5857540,0.148
5857656,-0.055
5858519,-0.186
5859725,-0.626
5860347,0.007
5860968,-0.131
5864975,-0.438
5865654,0.011
5866099,-0.115
5866724,-0.048
5869272,-0.090
5871116,-0.021
5871918,-0.039
5871985,-0.752
5872139,0.067
5872150,0.006
5876368,-0.356
5876805,-0.161
5877292,0.000
5878506,-0.575
5879448,-0.580
5880320,-0.085
5881120,-0.045
5881307,-0.182
5881688,0.203
5881813,-0.293
5887316,-0.972
5887393,-0.086
5888187,0.273
5893123,-0.199
5894073,0.105
5894182,-0.073
5894972,-0.222
5895083,-0.080
5895158,-0.168
5895588,-0.142
5897826,0.067
5898983,-0.257
5899544,-0.338
5900235,-0.445
5900390,-0.103
5903301,-0.316
5903312,-0.040
5903749,0.024
5905728,-0.162
5905822,-0.063
5906426,-0.055
5906694,-0.220
5908086,-0.090
5938970,-0.187
5940165,-0.170
5941160,-0.118
5942093,-0.544
5942112,-0.260
5942808,0.196
5942949,-0.107
5946568,-0.052
5949765,-0.358
5951140,0.246
5951416,-0.471
5952309,-0.358
5952448,0.004
5952457,-0.187
5953297,0.208
5954001,-0.156
5954894,-0.363
5955197,-0.461
5955321,-0.200
5955427,0.269
5955621,-0.460
5956038,-0.392
5956171,-0.419
5956342,-0.311
5956354,-0.002
5956633,0.048
5956656,-0.121
5956776,-0.201
5956977,-0.905
5957181,0.103
5959719,-0.539
5959753,-0.430
5961350,-0.078
5962262,-0.538
5962509,-0.246
5962514,0.042
5962716,-0.378
5963222,-0.291
5963582,-0.182
5963591,-0.409
5964985,-0.594
5965629,-0.144
5965819,-0.066
5966154,-0.279
5966322,-0.373
5966660,-0.615
5966732,-0.402
5966810,-0.488
5967194,0.237
5972334,-0.191
5977470,-0.224
5977804,-0.558
5978170,-0.026
5978361,-0.203
5978559,-0.068
5979863,-0.524
5980061,0.019
5980208,-0.189
5980354,-0.519
5980783,-0.288
5980800,-0.001
5981058,-0.858
5982353,-0.290
5982368,-0.021
5983348,-0.282
5983532,-0.266
5986209,0.046
5986270,-0.474
5988031,-0.250
5989391,-0.724
5990753,0.088
5991070,-0.102
5991765,-0.150
5991936,0.298
5992210,-0.335
5992270,-0.347
6019872,-0.359
6019971,0.056
6020753,0.012
6021193,0.299
6021275,-0.053
6021655,-0.077
6021840,0.029
6022556,0.015
6023571,0.252
6023859,0.004
6025124,0.041
6025174,-0.247
6026438,-0.036
6026737,-0.067
6028860,-0.331
6029130,-0.180
6029239,-0.093
6032318,-0.407
6032497,-0.067
6032517,0.004
6032730,-0.017
6032920,-0.524
6032981,-1.082
6033602,-0.233
6034834,-0.510
6034945,-0.003
6035124,0.071
6035335,-0.013
6036286,0.559
6037187,-0.167
6037581,-0.401
6038152,-0.087
6041511,-0.042
6041734,-0.373
6042031,-0.082
6042214,-0.520
6042663,-0.152
6043490,-0.142
6043538,0.048
6043562,-0.198
6043574,-0.185
6044064,-0.565
6044553,-0.379
6045093,0.051
6045250,-0.082
6045404,-0.208
6046311,-0.333
6046540,0.152
6047072,-0.193
6047498,-0.328
6047853,-0.247
6048024,-0.098
6048106,-0.399
6048255,-0.232
6049190,-0.134
6057684,0.064
6057750,0.088
6058614,-0.092
6058816,-0.257
6058875,-1.266
6058896,-0.716
6060203,-0.185
6060580,-0.296
6061119,-0.521
6061773,-0.216
6062088,-0.107
6062929,-0.313
6063220,0.293
6063448,-0.265
6065010,-0.417
6065351,-0.097
6066107,-0.037
6066379,-0.237
6066403,-0.238
6066416,-0.665
6067545,-0.125
6068947,0.161
6069674,-0.203
6070337,-0.382
6071903,0.010
6072593,-0.109
6103049,-0.387
6103377,0.058
6105359,0.386
6105462,-0.448
6106046,-0.059
6106282,-0.134
6109688,-0.083
6111011,-0.447
6113752,-0.017
6114140,-0.130
6115356,-0.622
6115516,-0.026
6117415,-0.031
6118370,0.000
6118840,-0.191
6119141,-0.112
6119605,-1.015
6119877,-0.024
6119921,-0.147
6119923,0.081
6124137,-0.139
6124512,-0.129
6125481,-0.147
6126076,-0.297
6128027,-0.325
6128141,-0.198
6128245,-0.242
6129524,-0.066
6129632,-0.216
6129694,0.071
6131130,-0.112
6131236,-0.054
6131659,-0.244
6137681,-0.587
6137704,-0.544
6137779,-0.299
6139220,-0.517
6140059,-0.291
6142862,-0.772
6144039,-0.166
6145201,-0.079
6145939,-0.409
6146418,-0.252
6146838,-0.734
6147122,0.156
6147573,-0.197
6147851,-0.043
6148271,-0.067
6149553,0.461
6149910,0.045
6149980,-0.165
6150977,-0.055
6152521,-0.167
6152974,0.180
6153201,0.009
6153672,-0.524
6182019,-0.149
6182093,-0.071
6182508,0.100
6182846,-0.224
6182849,-0.641
6183511,0.566
6184894,-0.699
6185331,-0.287
6185476,-0.172
6185496,0.057
6185711,-0.516
6185717,-0.743
6186182,0.169
6186964,0.177
6187341,-0.305
6187508,-0.169
6187888,0.325
6190535,-0.103
6191521,-0.573
6191945,0.226
6195669,-0.451
6195792,-0.084
6197038,-0.531
6197215,-0.279
6197344,-0.155
6197658,0.053
6198670,-0.555
6198999,0.085
6199056,-0.388
6199702,-0.177
6199716,0.067
6199864,-0.149
6200235,0.133
6200529,0.082
6200612,-0.358
6200709,-0.414
6200715,-0.073
6200810,-0.026
6201203,-0.048
6203955,-0.326
6205228,-0.478
6205384,-0.350
6205405,0.267
6205460,-0.376
6205468,-0.153
6205481,-0.532
6205566,-0.208
6205897,-0.222
6206214,-0.084
6206470,-0.195
6206751,-0.220
6207053,0.128
6209225,-0.649
6209347,-0.114
6209677,-0.214
6209798,-0.468
6211812,-0.063
6220312,-0.041
6220470,0.009
6221385,-0.339
6222898,-0.292
6223324,-0.183
6226290,-0.102
6226908,-0.019
6227560,-0.907
6230649,-0.672
6231401,-0.785
6231721,0.070
6233466,-0.121
6233483,-1.001
6233573,-0.419
6233890,-0.124
6233903,-0.313
6263468,-0.778
6263593,-0.707
6265665,-0.194
6265792,-0.078
6265961,0.130
6266741,0.234
6266866,0.046
6267425,-0.365
6267535,-0.381
6268722,-0.524
6272413,0.058
6276477,0.025
6276791,-0.103
6276994,-0.121
6277410,-0.268
6277594,-0.185
6278670,-0.246
6279823,0.114
6279974,-0.364
6281127,-0.396
6283224,-0.413
6285094,-0.131
6285396,-0.586
6285397,-0.113
6285906,-0.311
6286155,-0.111
6286161,-0.191
6286633,-0.152
6287131,-0.140
6287313,-0.088
6289257,-0.310
6289344,-0.220
6289459,-0.057
6289650,-0.334
6289897,-0.587
6290382,-0.158
6290467,-0.442
6290935,-0.498
6291033,-0.263
6291653,-0.193
6291837,-0.575
6292162,-0.067
6292732,-0.355
6294819,-0.011
6300348,-0.236
6301030,-0.452
6301035,-0.364
6305192,-0.564
6307000,-0.050
6307062,-0.200
6307063,0.031
6307083,0.245
6307243,-0.094
6307521,-1.021
6309264,-0.486
6309307,-0.027
6309763,-0.132
6310636,-0.649
6311520,-0.401
6311637,-0.406
6311681,-0.241
6311891,-0.583
6312171,0.092
6312314,-0.364
6312521,-0.161
6312534,0.141
6314173,-0.419
6314185,-0.455
6342333,-0.062
6343170,-0.070
6343576,-0.216
6345732,0.109
6345758,0.097
6346809,-0.330
6346894,-0.313
6347299,-0.213
6347434,0.027
6347890,-0.255
6349881,-0.266
6350031,-0.199
6350476,-0.035
6350522,-0.161
6350882,-0.137
6351097,-0.270
6356207,-0.132
6356400,-0.345
6356506,-0.075
6356692,0.139
6356885,-0.221
6357290,-0.078
6358937,-0.033
6359175,-0.141
6359320,0.020
6359798,-0.313
6359802,-0.050
6359820,-0.059
6359881,0.136
6359926,-0.287
6359929,0.016
6362386,-0.090
6362874,-0.255
6363494,-0.073
6363560,-0.155
6364064,-0.357
6364067,-0.168
6364126,0.001
6364143,-0.234
6364162,-0.161
6364195,-0.213
6364200,-0.149
6364215,-0.081
6364247,0.019
6364276,-0.066
6364294,-0.235
6364307,-0.493
6364327,-0.584
6364582,-0.190
6365156,-0.093
6365321,-0.075
6366559,-0.327
6367439,-1.014
6367628,-0.602
6367663,-0.525
6368175,-0.798
6368222,-0.190
6368230,-0.455
6368905,-0.326
6369131,-0.514
6369548,0.289
6369845,-0.402
6370120,0.189
6372194,-0.365
6373680,-0.516
6381846,-0.151
6382217,-0.194
6383595,-0.210
6383785,-0.215
6383821,-0.292
6384840,0.048
6385302,0.022
6386784,-0.407
6387450,-0.355
6387542,-0.438
6387557,-0.266
6387887,-0.096
6387969,-0.115
6388770,-0.307
6390236,-0.164
6390824,-0.418
6392727,-0.118
6421188,-0.123
6421483,-0.549
6421503,-0.570
6421937,-0.024
6422070,0.095
6422155,0.012
6422367,-0.615
6424561,-0.090
6425377,-0.101
6425597,-0.328
6425957,-0.149
6426592,-0.551
6428602,-0.531
6428700,0.103
6428794,-0.133
6429812,-0.420
6431670,-0.387
6432059,-0.520
6432345,-0.062
6435936,0.309
6436029,0.406
6436505,-0.206
6437226,0.072
6437617,0.068
6437993,-0.243
6438099,-0.751
6438379,-0.392
6441738,-0.353
6442246,-0.584
6442340,-0.149
6442377,-0.315
6442602,0.045
6442735,-0.118
6443093,-0.100
6443274,-0.168
6445531,0.019
6447326,-0.094
6447372,-0.867
6448768,-0.206
6448890,0.156
6449291,-0.281
6449358,0.241
6449552,-0.097
6451125,-0.610
6451368,-0.410
6451936,-0.786
6452742,-0.526
6461675,-0.830
6461850,-0.702
6462863,-0.761
6462874,-0.460
6463499,-0.355
6464285,-0.646
6466939,-0.984
6467363,-0.487
6468138,-0.466
6468904,-0.515
6468938,-0.320
6469946,-0.142
6470149,-0.430
6470516,-0.138
6470521,-0.107
6470917,-0.710
6471021,-0.555
6471229,-0.340
6471230,-0.379
6497146,0.151
6500206,0.199
6501635,-0.063
6504534,-0.098
6504954,0.109
6507334,-0.106
6507427,0.107
6507433,0.124
6508221,-0.138
6508734,0.219
6509282,0.013
6511182,-0.120
6515335,-0.107
6515722,-0.099
6516185,-0.167
6516529,-0.117
6516874,-0.057
6517064,-0.217
6517200,-0.002
6517255,0.044
6519865,-0.140
6520519,0.034
6520753,-0.165
6521045,-0.121
6521174,-0.045
6521526,0.577
6521542,-0.466
6522124,0.332
6522242,-0.456
6522353,0.114
6522745,-0.059
6522750,-0.537
6522824,-0.512
6523058,-0.145
6523216,-0.556
6523351,-0.139
6525106,-0.270
6525185,-0.013
6525193,0.387
6525196,-0.677
6525209,-0.460
6525249,0.168
6525280,-0.225
6525398,-0.123
6525946,-0.201
6526377,-0.034
6526710,-0.151
6527016,-0.194
6527050,0.049
6527078,-0.165
6527229,-0.053
6528141,-0.106
6531143,-0.050
6531485,-0.339
6531491,0.113
6531496,-0.099
6531617,-0.340
6531801,-0.322
6541920,-0.111
6543192,0.088
6543645,-0.012
6543683,-0.400
6543893,-0.201
6545018,-0.641
6545051,-0.032
6545358,0.182
6546508,-0.442
6546528,-0.091
6547322,-0.126
6548429,-0.027
6548447,-0.004
6551106,-0.123
6579806,-0.289
6584273,-0.222
6584278,-0.356
6586746,0.073
6587002,0.071
6587105,0.015
6587280,0.241
6587796,-0.074
6590307,-0.072
6590362,-0.187
6590726,0.286
6591789,-0.268
6592335,0.496
6592832,-0.303
6593150,-0.130
6593363,-0.338
6593734,-0.038
6593968,-0.063
6594945,-0.196
6594972,-0.194
6595662,-0.258
6599305,-0.195
6599919,-0.253
6599949,-0.375
6599975,-0.024
6600492,0.070
6600515,-0.029
6603043,-0.028
6603756,-0.123
6603765,-0.378
6604328,0.182
6605493,-0.051
6606282,-0.404
6606438,-0.106
6606653,-0.027
6606669,0.070
6606934,-0.108
6607286,0.033
6607357,0.001
6607447,0.000
6607610,0.166
6607644,0.087
6608090,-0.403
6609270,0.128
6610064,0.043
6610219,-0.016
6610433,0.271
6611330,-0.294
6611779,-0.134
6612284,-0.031
6612327,-0.159
6612411,-0.086
6613006,-0.298
6614629,0.121
6614748,-0.082
6614926,-0.238
6615511,-0.093
6615600,-0.059
6616218,0.157
6619815,-0.049
6620003,0.044
6621116,0.026
6627507,0.141
6628237,-0.127
6628740,-0.225
6628926,-0.373
6629156,0.092
6629332,-0.195
6629588,-0.523
6629993,0.016
6630943,-0.267
6631721,-0.432
6634112,-0.152
6634133,0.112
6635813,-0.331
6636020,-0.108
6636320,-0.183
6664842,0.016
6665064,-0.180
6665223,-1.032
6665512,-0.598
6665695,-0.330
6665860,-0.339
6666233,-0.111
6670075,0.044
6670610,-0.277
6670742,-0.081
6672229,0.217
6674908,0.255
6675056,0.075
6675060,-0.311
6675757,-0.632
6676725,-0.047
6677256,-0.100
6677267,0.080
6677415,-0.449
6677841,-0.570
6678383,-0.777
6679295,0.231
6679504,-0.778
6680177,-0.088
6680911,-0.151
6681233,-0.486
6681473,-0.189
6681546,-0.026
6681618,0.023
6681687,-0.274
6685403,-0.092
6685526,-0.131
6685609,-0.023
6685646,-0.213
6688318,-0.140
6690082,-0.169
6690171,0.337
6690523,-0.004
6690836,0.056
6691169,0.268
6692742,0.178
6692833,-0.070
6693640,-0.102
6694186,-0.356
6695622,-0.127
6695801,0.161
6695889,-0.543
6696462,-0.101
6696580,-0.039
6697605,0.093
6697716,-0.413
6697756,-0.363
6697817,-0.383
6697976,0.119
6698670,-0.266
6699368,-0.177
6699562,-0.235
6705026,-0.279
6705137,-0.203
6705142,0.012
6707260,-0.102
6707833,-0.156
6707835,-0.010
6707908,-0.038
6707942,-0.084
6715997,-0.226
6716021,-0.160
6716545,-0.533
6717252,-0.176
6718474,-0.180
6719052,0.092
6719086,0.534
6720773,-0.117
6721123,-0.131
6721380,0.017
6750902,-0.239
6751874,-0.184
6752002,0.024
6755944,-0.267
6756202,-0.300
6756369,-0.019
6756669,-0.333
6758917,-0.339
6761777,-0.064
6762188,0.007
6762829,-0.158
6763884,-0.330
6765135,-0.170
6765563,-0.500
6766583,0.093
6766748,-0.190
6767227,-0.395
6767337,-0.435
6767840,-0.193
6768394,-0.116
6768616,-0.263
6773862,0.033
6774408,-0.395
6774537,0.054
6774880,-0.147
6775985,-0.355
6776401,-0.141
6776555,0.570
6778008,-0.286
6778019,0.173
6778289,-0.065
6779260,-0.419
6779726,-0.168
6780158,-0.317
6780367,-0.453
6781535,-0.134
6781548,0.085
6783732,-0.439
6784235,-0.030
6784887,-0.340
6786037,-0.197
6786224,-0.234
6786348,0.058
6790592,-0.070
6792124,-0.102
6795089,-0.354
6802536,-0.029
6803202,-0.357
6803855,-0.112
6804648,-0.117
6805146,-0.460
6805414,-0.081
6806632,-0.016
6806695,-0.527
6837146,-0.494
6837283,-0.129
6838050,0.322
6839010,-0.142
6841577,-0.376
6842345,-0.298
6842682,-0.100
6842807,-0.101
6846544,-0.316
6846911,0.052
6847018,-0.030
6848529,-0.079
6849046,0.187
6849310,-0.191
6850504,-0.152
6850665,-0.293
6851425,-0.128
6852354,-0.268
6852488,-0.387
6853172,0.122
6859546,-0.093
6859801,-0.280
6859813,-0.144
6862328,-0.092
6862332,0.046
6862603,-0.023
6862721,0.428
6863158,0.124
6863161,-0.102
6863187,0.176
6863839,-0.527
6863840,-0.290
6863998,0.004
6864569,0.070
6864706,-0.355
6864885,-0.145
6864891,0.104
6864893,-0.448
6866228,-0.089
6866251,-0.003
6867155,-0.708
6867219,-0.165
6867555,0.067
6867588,0.023
6867766,-0.093
6869184,-0.366
6869373,-0.241
6871071,-0.441
6875342,-0.054
6876575,0.205
6877673,-0.322
6877871,-0.059
6878167,-0.137
6878240,-0.035
6878408,-0.134
6879183,0.172
6879865,-0.143
6880123,0.137
6880517,-0.013
6880531,-0.135
6887030,-0.345
6887321,-0.026
6889235,-0.086
6890618,-0.441
6891124,-0.076
6891366,-0.017
6891512,-0.050
6891513,0.117
6891543,0.049
6891637,-0.946
6921944,-0.325
6922203,-0.172
6922244,-0.128
6922710,-0.122
6924203,-0.299
6925263,-0.140
6927629,-0.113
6928906,0.160
6929016,-0.472
6929285,-0.303
6929841,0.251
6932987,0.134
6933567,-0.077
6933781,-0.460
6934045,-0.031
6934291,-0.150
6934587,-0.129
6934986,-0.014
6936909,0.070
6936966,-0.102
6936977,-0.260
6937402,-0.027
6937529,-0.052
6937692,0.009
6938264,0.228
6939670,-0.731
6939913,-0.136
6941084,-0.040
6945786,-0.430
6946199,-0.508
6946681,-0.191
6946708,-0.480
6946985,0.078
6947062,-0.078
6947164,-0.227
6947623,-0.082
6947668,-0.075
6947837,0.058
6948054,-0.028
6948480,-0.201
6948815,-0.218
6949061,-0.138
6949550,-0.423
6949607,0.337
6949898,-0.039
6950275,-0.241
6952570,-0.203
6952971,-0.051
6953219,-0.173
6953281,-0.112
6955671,-0.101
6956176,-0.847
6956233,-0.481
6960445,-0.049
6960446,-0.267
6960456,0.201
6960487,-0.201
6960913,-0.383
6962018,0.357
6962109,-0.161
6962901,-0.057
6962977,0.077
6964043,-0.220
6964159,-0.095
6964929,-0.085
6965293,-0.242
6967430,-0.021
6973796,0.209
6974658,-0.049
6974867,0.158
6975129,0.076
6975615,-0.491
7008149,-0.347
7008211,-0.624
7009548,-0.277
7009828,-0.877
7011044,-0.034
7013635,-0.102
7013923,0.202
7017274,-0.536
7017372,-0.276
7017437,-0.295
7018210,-0.165
7019489,-0.119
7019524,-0.059
7019580,0.085
7020168,-0.313
7021177,-0.334
7021534,-0.285
7021681,0.246
7022573,-0.164
7022603,0.345
7023960,0.095
7024045,0.221
7024222,-0.123
7024530,-0.022
7025526,-0.314
7025540,-0.296
7025846,-0.519
7025851,-0.157
7026477,-0.330
7031066,0.265
7031126,-0.322
