time,flux,flux_err
1559.2264740049359,,
1559.2469081374802,34330.277,5.7268844
1559.2673423701708,34337.24,5.73386
1559.2877767030004,34333.01,5.7431746
1559.3082108359813,34345.973,5.7299676
1559.3286450691085,34333.836,5.7442203
1559.3490794023746,34338.594,5.7369213
1559.369513535792,34340.523,5.7343254
1559.3899478693565,34327.207,5.749118
1559.4103821030294,34340.1,5.7493925
1559.4308163368842,34346.484,5.7522755
1559.4512505708844,34340.594,5.760518
1559.471684805023,34332.617,5.748741
1559.4921190393143,34347.777,5.7510333
1559.512553273722,34348.895,5.7580385
1559.532987508297,34333.56,5.7699094
1559.5534217429959,34336.848,5.7709813
1559.5738559778692,34334.543,5.764193
1559.5942902128518,34331.883,5.770138
1559.614724447987,34333.715,5.7641935
1559.635158683297,34322.098,5.767477
1559.655592918687,34330.5,5.7749243
1559.6760272542888,34336.69,5.774108
1559.6964613900054,34335.78,5.7742577
1559.716895625861,34338.68,5.778269
1559.7373299618703,34329.0,5.778033
1559.7577640979944,34344.582,5.778866
1559.7781984342873,34332.14,5.781735
1559.7986326707032,34333.496,5.777325
1559.819066807293,34333.645,5.7828054
1559.8395011439934,34333.047,5.7832117
1559.859935380875,34325.117,5.7775645
1559.8803695178722,34336.51,5.785799
1559.9008038550091,34350.906,5.7855086
1559.9212380922982,34337.754,5.783963
1559.9416724297262,34339.53,5.785296
1559.9621065673055,34336.938,5.7843966
1559.982540805031,34332.926,5.777386
1560.0029751428665,34326.24,5.7869062
1560.0234092808823,34332.367,5.786345
1560.0438435190154,34332.684,5.786431
1560.0642778572874,34338.824,5.787585
1560.0847119957107,34332.652,5.7821765
1560.105146334281,34337.37,5.786879
1560.1255805729888,34329.676,5.7834606
1560.1460147118196,34338.207,5.7924867
1560.1664490508265,34338.27,5.789635
1560.1868832899418,34322.688,5.784582
1560.2073174292382,34335.73,5.7912707
1560.2277517686525,34334.4,5.791074
1560.2481860081753,34335.395,5.7861834
1560.2686201478791,34327.67,5.78817
1560.28905448773,34338.38,5.7898912
1560.3094887276893,34322.688,5.790529
1560.3299229678014,34327.234,5.7929664
1560.350357208088,34343.496,5.790753
1560.370791448484,34323.16,5.790949
